chr,start,end,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10
chr6,51873796,53255326,-0.57134856,0.427678526,0.185654025,-0.331721346,-0.253693049,0.321401305,-0.338549315,-0.362149824,-0.236530772,0.055568432
chr6,53922013,54862066,-0.620283613,0.21008051,-0.045959657,-1.277472112,0.967830465,0.009828165,0.277722695,0.044563237,0.138072313,-0.270101118
chr6,56707699,57234808,0.691543087,0.115847893,0.380882523,0.01710197,-0.555100404,-0.378070096,0.3639858,-0.400728654,0.659723379,0.774879425
chr6,57359781,57997946,-0.142715059,-0.466442028,-0.386989118,-0.212079597,0.894063024,-1.154008363,-0.129757778,-0.291508195,1.26494916,0.007312601
chr6,59979573,61294429,-0.579869386,1.157026885,0.303830809,-0.203997181,0.2923302,-0.279141819,-0.535707684,-0.203144634,-0.424394741,-0.124048472
chr6,61667060,63280978,0.218279725,0.130065114,0.281441684,0.650537125,-0.526326135,-0.250032478,-0.404801146,0.716065211,-0.783824448,-0.425325078
chr6,67902916,69455675,-0.174864297,-0.5280937,-0.734098512,0.206854408,-0.120213453,0.840189584,0.543705586,-0.807422061,0.5675221,-0.271332294
chr6,70792798,71782984,0.08609953,-0.43683591,0.767084878,-0.220679252,-0.04364098,0.940632622,-0.624173736,0.104982784,0.095723578,0.11842909
chr6,73060108,73946359,0.675788194,0.150564798,0.112651402,-0.777039838,-0.543496728,-0.287882425,-0.225671166,0.20183599,-0.272258121,0.295196538
chr6,75571982,75755606,-0.653236497,0.176384975,0.160363271,-0.105936661,-0.346985627,-0.553262166,-0.014949306,0.034045857,-0.366142456,-0.297943126
chr6,78232820,79491545,-0.565643937,-0.301402371,0.305766795,-0.245385197,0.194379882,-0.203134268,-0.07159786,-0.033131463,-0.712315269,-0.543942929
chr6,81327238,81777495,-0.640222517,0.199587035,-0.059904989,0.363545836,-0.06119447,-0.433129256,0.774513487,-0.616329414,0.254611081,-0.292113674
chr6,82348527,83186617,-0.938759782,0.673781151,0.036926989,-0.499481298,-0.753360189,0.568382499,-0.730794495,-0.071478371,-0.003994549,0.193839951
chr6,83394089,83851462,0.488032032,0.351806462,-0.3247719,-0.588888669,-0.218802692,-0.459531679,-0.988769224,0.754276068,0.424483701,-0.005636943
chr6,84219487,88067432,-0.178860379,0.670110516,-0.20834123,0.356900662,-1.511588915,0.034905653,-0.083780283,1.051094638,-0.486121758,-0.220349405
chr6,88521567,91191717,-1.108344591,-0.766340829,-0.219110372,0.767377923,0.228695772,-0.101565612,0.745336366,-0.461347357,0.876385844,-0.609573864
chr6,91597067,94814952,0.244595872,0.419086617,-0.034210741,0.620443509,0.165500773,0.00893164,-0.070601625,0.259355718,-0.674670654,0.447443671
chr6,97862662,98428542,0.025225789,0.62433554,-0.751782027,0.905252499,-0.120978508,-0.101331621,-0.529927168,0.337451174,0.287051431,0.928946333
chr6,100087997,100398388,-0.383912839,-0.442423509,-0.462214133,-0.505946039,-0.472056925,-0.495222322,0.471618006,0.330559667,-0.243754444,0.218327134
chr6,101008767,101770958,0.084700662,-1.373019063,-0.218532701,0.127386908,0.767368405,0.617234465,-0.6440906,-0.278341058,-0.153569077,0.654032548
chr6,102475349,103439474,0.518603429,0.095009206,0.490499038,0.183158764,0.201587776,-0.015361747,-0.305424573,-0.377072308,-0.826472708,-0.306832073
chr6,103659348,104422224,0.468929297,-0.089904165,-0.036948346,0.093475103,-0.10996621,-0.144131409,0.35568818,-0.08457884,-1.016258486,0.60502311
chr6,105447307,105654856,0.377797719,0.516837007,0.420014096,0.638524853,-0.112019947,0.262446858,-0.6203771,-0.070772205,-0.328874715,-0.603623396
chr6,108471650,108802951,-0.058075352,0.555998663,0.36880206,0.632591149,-0.214034427,-0.376001312,-0.39395583,0.139911765,0.926251766,0.712831461
chr6,114482388,115935395,-1.214916133,-0.547635829,-0.56359704,-0.785072192,0.370825812,-0.364647524,0.055384417,0.080431825,0.392360132,-0.037099637
chr6,117117752,117421542,-0.582604489,0.106200937,-0.243889793,-0.15175701,-0.305166051,-0.314608947,0.122892667,0.238471209,0.200814688,-0.481746971
chr6,118496351,120189505,-0.340216215,-0.276620903,-0.342931583,0.149386895,-0.339987722,-0.113172501,-0.709609034,-0.552273902,-0.073192034,-0.729046614
chr6,123634545,124517002,0.527246263,1.172047933,-0.362185453,0.789640105,-0.7878232,-0.703293175,-0.327667609,0.145138629,0.374491366,0.227524816
chr6,125321517,125385755,-0.442065778,-0.006930216,0.293122705,-0.083587669,-0.061274792,-0.473342184,-0.001481484,0.275914373,0.568178366,-0.0106997
chr6,127895118,129013833,0.198345568,-0.51843432,0.381718936,0.049745526,0.102608035,0.149674781,-0.249641184,0.352001471,-0.131923898,-0.860505347
chr6,129209391,134028630,0.295214981,0.293245755,-0.334306662,0.077712387,0.735121422,-0.026903411,0.154863728,-0.318009596,0.76616309,0.141001371
chr6,135439277,135641771,0.219071171,0.389699078,0.578757119,0.298237353,0.002970666,-0.273426127,-0.436730378,0.449034067,0.282756707,0.644252929
chr6,138122427,139575144,0.729879231,-0.499972553,0.200833715,0.316988424,-0.112296496,-0.007533302,-0.115434562,0.649589386,0.198700609,-0.026443146
chr6,140880788,142212426,-0.269806475,0.562153686,0.344606376,0.239064441,-0.626000086,0.598700914,0.421121598,-0.23418873,-0.37609679,0.386690857
chr6,143108761,147478885,0.289884422,0.522114837,-0.265347473,-0.185678851,-0.554358974,0.052923151,0.35339796,-0.5947441,-0.080583845,-0.54259109
chr6,148771738,152031612,-0.604939343,0.202703351,0.338366809,-0.228608681,-0.415001196,0.192914606,0.115470131,0.593844778,-0.112612149,-1.400268169
chr6,155296656,158015871,-0.005497796,-0.366161882,-0.273071178,0.406327637,0.011895919,0.335314917,-0.290929451,0.671360346,-0.584839673,0.652603123
chr6,162522426,166275228,-0.022116944,0.011175005,-0.498494796,0.326461543,-0.226230589,0.362067469,0.304219895,-0.046613548,0.69977305,0.732636485
chr6,167434883,169466136,0.010495209,0.358485046,0.60967355,-0.542260773,0.483837957,0.213466922,-0.121401587,0.023324581,0.241096525,-0.008416139
chr6,170626923,170911092,-0.257041481,0.875778028,-0.640045618,0.050684747,0.441797579,0.560132634,0.265668993,-0.377311325,0.290750711,0.322586263
chr7,1111058,1135138,0.66680562,-0.041860857,0.490060793,0.129623283,0.638416607,-1.405991378,0.645311601,0.263354714,0.66055014,-0.679642477
chr7,2613046,2716276,0.096822055,-0.082241437,0.608487012,0.195231591,-0.343571571,-0.242812645,0.460356865,0.279365273,0.546142411,-0.467316243
chr7,4181250,4604953,-0.142843747,-0.508681836,-0.246943829,-0.40935655,0.357676847,-0.269448406,0.825376885,-0.895172413,0.503723584,0.652300149
chr7,6514842,7948501,-0.264823359,-0.576787177,0.164089057,0.48410692,-0.116080996,0.521037303,0.132977775,-0.016590058,0.416291622,0.513812862
chr7,13780643,16784894,-0.854612325,0.667812076,1.036564003,-0.078007773,-0.440731955,0.155120304,0.317864246,0.182967765,0.224076063,-0.192043623
chr7,21380640,22031931,-0.343612972,-0.264756117,-0.517692195,0.046755564,0.238355084,-1.014816994,-0.07907767,-0.293464848,-0.104728432,-0.833785142
chr7,22040840,22447879,-0.220165323,0.09107111,-0.754393086,1.217671069,-0.739210592,0.52347005,-0.036335293,0.362112892,0.322437394,-0.299063949
chr7,25594842,27855707,0.638992876,-0.308689346,-0.392657733,-1.127010296,0.333282839,0.302509732,0.441399186,0.109802194,0.632187589,-0.168911059
chr7,28011510,28252230,0.02792436,0.508634662,0.098554251,-0.812869654,0.820084155,0.128315746,0.260041268,0.064194959,-0.648421453,0.763956175
chr7,28443220,32021257,-0.354594601,0.15086292,0.37639602,-0.41891992,-0.385235205,-0.101469837,0.332231181,0.177027329,0.542045325,0.067203357
chr7,33009715,33987554,-0.755734675,-0.74508224,-0.376487633,0.186097025,-0.562052281,0.406698912,-0.174174242,0.710483237,-0.092612329,0.333664656
chr7,34471769,35730248,-0.276379286,-0.350665338,0.607715507,-0.9029036,0.573447463,0.034897245,0.199017838,0.485862685,-0.536877894,-0.080360659
chr7,42456491,46609451,-0.516957178,0.091193647,0.598286431,0.086110376,-0.738274386,-0.057241743,-0.920213735,0.369526904,-0.190198361,0.235618542
chr7,47230946,56485914,-0.519752523,-0.053409899,0.574821513,-0.459082248,0.489266831,-0.064109017,0.224119752,0.175706383,0.321283,0.503381309
chr7,58531791,60101675,-0.365931948,0.034336304,0.183385369,-0.212151449,0.4430441,-0.309242575,-0.273015478,0.729684907,0.191777566,0.106787531
chr7,61876483,64156702,0.355862693,-0.233701777,-0.157239137,0.74645434,0.307074548,0.034921172,0.392765965,-0.164957375,0.021350071,0.024723392
chr7,66214431,71221610,0.978395634,-0.732705807,0.512061341,-0.501126866,-0.13525552,0.090054836,-0.756657572,-0.182987357,0.281161374,-0.420664042
chr7,73144552,73592121,-1.005917032,0.145046203,-0.062057622,1.123256176,0.478234411,0.610181779,-0.083633289,0.57124501,0.275558565,0.038217198
chr7,73659197,73967987,0.017866884,-0.268862717,0.338334574,0.726707475,-0.162233521,-0.859201252,0.019464884,0.371954808,0.318440878,-0.082618579
chr7,75552575,75913335,1.40009415,0.313096812,0.971381176,-0.480125904,-0.349473994,0.161416468,0.308629914,0.778514067,0.236193557,0.694144984
chr7,75953928,78218243,-0.710467937,-0.372069261,-0.606304708,-0.529332087,0.470898227,0.475324904,-0.783168754,0.339293727,0.681589094,0.681836839
chr7,79395618,79857083,0.21112236,-0.349847753,-0.588695544,0.410159115,-0.595960404,-0.054107789,0.543051527,0.178342901,0.32674617,-0.18254946
chr7,81547595,82177100,0.774131685,0.24046851,0.062737403,-0.050313903,-0.545600128,0.151740501,-0.118931665,-0.010634567,0.151467238,-0.308579041
chr7,82504531,84411872,0.207018497,-0.67069977,0.001076923,1.071972155,0.25531785,0.2961885,0.087489099,-0.300101167,-0.74666847,-0.885242531
chr7,84830573,84957159,0.544379687,-0.76670199,-0.258974301,-0.15334117,-0.767827701,-0.038650409,-0.290075085,0.276811169,0.020455586,-0.298551096
chr7,85056887,85952730,-0.505167606,-0.588591503,0.008308727,0.515634913,-0.242812829,-0.335132582,-0.352500059,0.017124899,0.175400372,0.691117682
chr7,88854731,94457814,0.069479351,0.018016202,0.447056384,0.523972839,-0.171636964,0.519057869,0.263259061,-0.410162663,-0.452381311,-0.780182304
chr7,95789576,97113303,-0.194519837,0.565477031,-0.712405332,0.801982636,-0.119217738,-0.088716835,-0.219088929,0.217918797,-0.058429701,-0.42501486
chr7,99739907,104761861,0.138552892,0.071197435,0.441362924,-0.12222299,-0.557231297,0.10387157,0.084191769,0.154224723,0.243294317,-1.045614387
chr7,105699978,105842457,-0.51667089,0.801357729,0.456809562,-0.15597534,-0.88240002,-0.136879299,0.236738225,0.073775977,-0.199273307,-0.616449709
chr7,105874568,106828016,-0.331888084,-0.052564823,-0.651284181,-0.648717669,0.788892511,-0.204432638,-0.361813505,-0.066640447,-0.487257176,0.655682645
chr7,108473506,109764055,-1.17124979,0.310645357,0.462259124,0.010192296,-0.285815016,0.011347264,0.002276671,0.048544555,0.275720789,-0.110640099
chr7,110314651,111809102,-0.165860717,-0.344734741,-0.648412017,-0.438504004,0.175610031,0.644432703,-0.701356283,0.230986341,-0.125239134,0.007218284
chr7,112517502,113137318,-0.022912804,0.709470232,-0.395659491,0.328039465,0.843854888,0.435309809,-0.747953424,-0.554128804,-0.057470783,-0.053803494
chr7,115414928,115581817,0.709118063,0.263420879,-0.331787061,-0.67918662,0.778281612,-0.283203198,0.434917724,0.161249179,0.150314517,-0.806973587
chr7,121677379,122238408,-0.005509789,-0.221599677,-0.45362801,-0.477073177,0.163075392,0.594613672,0.222377532,-0.851175396,0.206282689,0.619089336
chr7,123235348,123404853,0.800202087,-0.17503397,-0.231607936,0.790165436,-0.432917416,-0.308081155,0.323701335,0.300777057,-0.701307383,-1.290643999
chr7,123728204,123745917,0.505094213,0.28279122,0.280753269,-0.310843252,-0.462798122,0.28813044,-0.274787111,-0.464751796,0.842103678,-0.152909108
chr7,127353762,127947277,-0.70512741,0.002862162,0.602971653,-0.318916723,-0.431402516,0.58122327,-0.116310646,0.171107381,-0.546938382,-0.390597788
chr7,129549319,130741769,0.086744199,0.340884889,-0.510426628,-0.402454275,-0.22284975,-0.051676816,-0.437371654,0.428999107,0.510281211,-0.197915004
chr7,133335590,134578537,-0.108454013,0.201537096,0.690218725,-0.147485873,-0.699554349,-0.145366902,0.081972908,0.440057315,0.798362744,-0.342163321
chr7,137344293,137629411,0.309915031,-0.005236544,-0.827707964,0.089091163,-0.08401663,0.101699066,-0.133735028,0.784845814,-0.422890092,-0.087559049
chr7,138276123,139364392,0.597502731,0.474621995,-0.194344584,-0.232187488,-0.114956254,0.141690321,0.550442173,-0.805830665,0.335578053,-0.159655643
chr7,140445799,142224468,-0.712733777,0.003778561,-0.493775594,-0.487687798,-0.117945553,1.062651549,0.232835353,-0.93433961,-0.193247327,0.604033006
chr7,142996518,144177143,-0.184513976,0.13247262,0.951320933,-0.518900535,-0.391099425,-0.035973849,0.04154295,0.652111859,-0.906924423,-0.438652397
chr7,144739479,148574679,0.83577364,0.335241142,-0.500763343,0.158401138,-0.333306279,-0.078470145,-0.781637933,1.314625828,-0.38377758,-0.060331369
chr7,148802991,148953364,0.253638019,0.098721724,-0.476917988,0.009191894,0.330911864,0.586812045,-0.802220794,-0.507999444,-0.863282802,0.616888654
chr7,149588586,150180679,-0.335976179,-0.406009824,0.409421482,-0.86253582,-0.402171508,-0.050312993,-1.032474558,-0.549182944,0.129153471,0.007860556
chr7,150902275,151305760,0.958808073,0.423693808,0.554965213,0.093426438,0.637072885,0.318310502,-0.452170541,0.574917276,0.733277038,-0.543011099
chr7,152986027,154696225,0.531125479,-0.213620734,-0.479792762,-0.488487991,-0.249579715,1.516165173,0.462361272,0.151030703,-0.067855097,-0.401820293
chr7,155210666,156207763,0.258342286,-0.47880564,0.494671592,0.814716443,-0.647617403,-0.6886114,-0.665907443,0.39761204,-0.853357335,-0.999970175
chr7,156458110,156964886,-0.613454095,0.057545555,0.319950131,-0.652439564,-0.470853146,-0.272672026,0.047339434,0.349809985,0.254706031,0.069179421
chr8,786752,1109656,0.449662002,-0.089699253,0.089496812,-0.10542725,0.248013501,0.913134867,0.291543113,0.249707395,-0.347633472,-0.707819764
chr8,2592876,2786871,-0.163798846,-0.067437115,0.344359224,0.418229989,0.550764406,-0.723255417,-0.790785036,-0.533084034,-0.634503249,-0.424795942
chr8,2938659,3326026,0.383277196,-1.052981259,0.243185486,-0.098177008,0.152812508,0.662967806,0.315147336,-0.425781903,0.562634673,1.422826246
chr8,4093776,6228340,-0.209169534,0.265367047,-0.030907775,0.529920988,-0.79809544,-0.607615003,-1.746623678,0.092539135,-0.475522877,-0.19832112
chr8,6817289,7690040,-0.295816349,-0.4425809,0.051445165,-0.496713012,0.421635498,0.371097853,-0.280408957,0.068694867,-0.604422947,0.39636614
chr8,8883930,9209364,-0.59079059,-0.002777293,0.202768783,0.057757147,0.165348474,0.036081873,0.789862807,-0.386675197,-0.897776093,0.224200047
chr8,10433020,10995655,0.828917343,-1.049656606,0.228677478,-0.557432405,-0.398124824,0.347904031,-0.415335519,0.095968411,-0.894844391,-0.079434223
chr8,11951027,13894375,1.075249139,0.813687283,-0.82252911,-0.330074227,-0.170975613,-0.068623558,0.411826036,0.51446706,0.703379669,0.640745355
chr8,15099683,15828624,-0.14054207,-0.68088685,-0.048572836,0.408064658,0.006728153,-0.679641243,0.413102122,-0.102252856,-0.048391074,0.845112896
chr8,16681696,16851730,-0.202577882,0.08923012,0.262429702,-0.683126104,0.225084006,-0.524267038,-0.188165505,0.169808747,0.019301475,-0.538478204
chr8,21107056,22359420,0.330918003,0.538435096,-0.496712001,-0.524744599,0.185823497,-0.085384801,0.203250612,0.436610238,-1.035861464,0.73273822
chr8,23733380,23773311,-0.528229938,-0.613426317,-0.391874235,-0.233744918,1.096599206,-0.034117055,0.201947224,0.890633941,-0.041954603,0.573074674
chr8,24771748,24881932,-0.337568208,-0.207977071,0.369650839,-0.369757525,-0.919872338,0.327544146,-0.298792675,-0.625250049,-0.050012826,-0.170018029
chr8,27686068,29606460,0.955879738,0.595354124,0.388015052,0.190548959,0.076503553,-0.463196451,0.285567047,-1.30889353,0.540727822,-0.465425521
chr8,29885246,32226407,-0.037020311,0.258164789,1.23344921,0.244253048,-0.050597698,-0.950810957,0.138456743,0.613848944,-0.956159633,-0.233428387
chr8,34096531,35872134,-0.724899118,-0.043006741,-0.042008167,0.259014033,0.463679485,-0.082783881,0.167274422,0.577286976,0.0302107,-0.182510154
chr8,35953823,38333942,-0.010809678,0.155400712,-0.183983661,-0.270971354,-0.28610847,0.153911633,-0.808998123,-0.348088816,0.662304282,0.284216043
chr8,40751847,46568442,0.357357086,-0.438593728,-0.841438501,-0.351220286,0.735442386,-0.108902164,0.286843686,0.003480373,-0.705833874,0.277408668
chr8,47394452,47740228,0.403175285,0.821734874,-0.591015344,-0.120581014,0.765261198,0.384764516,0.612438373,-0.367313031,0.029025136,-0.257049242
chr8,48289265,48952114,0.617826335,-1.079368684,-0.227092021,0.461515029,-0.485894051,-0.276537108,0.493458243,-0.734020599,0.750023635,-0.279014785
chr8,49341622,58210257,-0.909603397,-0.250587142,0.015638835,1.118783261,-0.223714191,0.519369485,0.369597802,-0.344810363,0.296004958,-0.616795825
chr8,61006884,68161471,0.794077444,0.408854245,-0.303733173,0.301826689,-0.027014236,0.951637286,-0.713773468,0.204269054,-0.212443229,-0.428048291
chr8,69114341,70556579,1.013949738,0.295654917,0.228191555,-0.335701126,-0.066676048,0.204522697,0.374604131,0.128286494,-0.226714252,0.268233902
chr8,70704392,71943533,-0.582149498,0.33599397,-0.368249085,0.247125187,-0.167628386,0.19086027,-0.070864456,0.135659601,-0.711292445,0.016389232
chr8,74300099,75616011,-0.161997668,0.135040466,0.335173933,0.011842756,-0.293897238,-0.412516516,-0.305347533,0.482220218,0.707103813,-0.662612649
chr8,76196007,79761154,-0.112066603,-0.297362855,0.725840822,0.569881574,-1.061270689,0.264869261,-0.052352754,-0.693193526,-0.826928784,-0.495526523
chr8,81532128,82074683,-0.266401649,0.210505903,-0.190216988,-0.426504805,-0.102366863,0.166834876,-0.588950366,0.360789873,0.364131429,-0.153700457
chr8,82084726,83804862,0.376317872,-0.836063094,-0.848279866,-0.22150175,0.457349928,0.378369847,-0.468149925,0.72473442,-0.351050494,0.938565488
chr8,83919675,84088565,-0.38665277,1.437152822,0.489724963,-0.336385667,-0.699432846,0.28559184,0.090483888,-1.164078305,0.514502975,0.087751581
chr8,86140554,87474450,0.249476064,0.519318337,0.830651681,-0.513248963,0.160735747,-0.420678053,-0.172866702,0.489296386,0.229848251,0.458870572
chr8,87723297,89562175,0.275926353,0.516643201,0.458381391,0.033965387,-0.133970613,0.235724475,-0.03492202,0.264535068,0.050973821,0.936988297
chr8,96061690,97012318,-0.115060236,-0.667131395,0.754944435,0.737330311,-0.256627024,0.025287781,-0.003729827,-0.380196184,0.270206682,0.02343508
chr8,99245482,99905618,0.339356148,0.104784525,-0.18441164,-0.310251089,0.473110377,-0.602991804,-0.055404002,0.459724127,-0.282544945,-0.397304706
chr8,103077216,103716167,-0.396559011,-0.205530149,-0.604552851,-0.2266289,-0.508687273,-0.109458002,-0.430210313,-0.131282391,0.18922534,0.802423207
chr8,105936050,106065241,0.077243177,-1.039657064,-0.307877804,0.003930217,0.360583365,0.007724651,0.644311858,0.58768093,-0.760223119,0.257128668
chr8,106175992,107921656,-0.073042752,0.460625767,-0.588958165,-0.401227276,-0.414716714,0.442597536,0.601791507,0.375869882,0.347649702,0.159478832
chr8,109399185,118187990,-0.272373146,-0.27332551,1.249571916,0.448463103,0.479898812,0.099313407,0.350007667,-0.124597806,0.350450955,-0.366067108
chr8,118251799,118519235,0.12280249,0.12596345,-0.627666569,0.258359425,-0.277164568,0.743767741,0.03864589,-0.249211953,0.916807072,-0.264595989
chr8,118546485,119064909,-0.560725857,-0.397564497,-0.782623104,0.685502828,-0.316960793,-1.181398617,-0.145795127,-0.235730451,0.403527282,0.003641966
chr8,121364081,122189859,-0.311446095,-0.100833888,0.033235751,-0.433313814,0.198567172,0.587022351,0.171536686,-0.254571836,0.341128597,-0.099391833
chr8,123073627,124116059,0.204360996,0.790626661,0.925435524,1.136229763,0.176829062,0.24482439,0.098822197,-0.352620494,0.478874389,-0.209011775
chr8,125131549,126064914,-0.393578025,0.184171874,0.411220503,0.118903052,-0.057996137,1.415002434,0.637292935,0.423690542,0.110803891,0.151504553
chr8,126212124,126595784,0.440071669,0.108522177,-0.459673571,-0.068360691,0.268781987,-0.844396278,0.385460599,0.564962214,-0.088149923,0.223407943
chr8,126666524,128822560,0.007671012,-0.141844159,0.083119673,-1.043188417,0.176122742,1.005075381,0.372088685,-0.195546709,-0.305793431,-0.087585089
chr8,130473334,132184892,-0.089020886,0.091287252,-0.570720083,-0.417520685,0.271279299,0.541345574,0.239698764,0.084519805,0.031973734,-0.275716289
chr8,132871395,133234655,-0.035462167,0.208257483,0.320654499,0.653080254,-0.118331967,0.047892304,0.592375024,0.61474301,-0.806410278,0.211923046
chr8,133451846,133632579,-0.003934687,0.2369937,0.25483645,-0.963290539,0.6991586,0.167050603,-0.296502831,0.067050214,-0.515078492,0.42577568
chr8,137679134,140554534,0.470746002,-0.196059252,-0.456367028,0.412666339,-0.027126046,0.248029563,-0.973229478,-0.585534374,0.291327014,-0.447526109
chr9,309308,9771986,-0.153147921,0.501379683,-0.056542636,0.43952886,0.377264452,-0.121419181,-0.710252147,-0.770367665,-0.616121511,-0.141714832
chr9,10582933,13373346,0.024624591,-1.421353994,0.705264885,-0.120480145,0.033062612,0.050715895,0.148255493,0.177925776,-0.029694393,-0.159256416
chr9,14664932,14941526,0.231134838,-0.099713879,1.006273916,0.941264105,-0.584167871,0.103174381,-0.347491741,0.206716171,0.309152237,0.339370995
chr9,14979288,15469229,-0.363077011,-0.420008257,0.039738994,0.324399351,1.327627841,0.04351642,-1.012846677,-0.758220068,-0.39169193,0.283945795
chr9,16386303,17918771,0.207372733,0.089125441,-0.000811349,0.200306127,0.657527646,0.385866513,-0.064864773,0.456834798,-0.343498248,-0.779762659
chr9,20316829,25469775,0.424532696,-0.20750465,0.175967468,-0.309358705,0.65218949,0.129109227,-0.612528047,-1.557199376,-0.386994062,0.042444951
chr9,25605016,26251579,-0.352259387,0.283882122,-0.252979261,0.42691113,0.531285283,0.678385835,-0.479572396,-0.46803607,0.387619158,0.235618646
chr9,26635232,26744781,-0.262812487,0.290851659,-0.15924763,0.267448622,-0.358925055,0.011905287,-0.83354009,-0.445961996,-0.367894271,-0.408730555
chr9,27662460,28952427,-0.892518841,0.488469035,0.81139445,-0.146950227,-0.015330578,0.008206289,0.355868444,0.37373076,0.518075451,0.775195158
chr9,29223469,33084975,-0.870028993,-0.334662604,0.012750617,-0.151668371,-0.20640005,-0.82308948,-0.919575984,-0.010348099,0.466070944,-0.612240036
chr9,33400454,34599545,-0.262485334,0.035508247,-0.089915946,-0.758396382,-0.560220629,-0.051749433,0.112903977,0.552120144,-0.513671742,0.620338923
chr9,34756933,35456878,0.671655794,-0.445767191,0.139509236,0.253669111,-0.5076958,-0.183621614,-0.007803263,0.24991758,0.888411568,0.277976492
chr9,39440691,41499957,0.379325705,0.205835513,0.42052272,-0.764816669,0.360253425,0.215978528,-0.351253868,0.630250006,-0.243991185,0.314344525
chr9,44453410,44619197,-0.941057994,-0.481806052,-0.826297672,-0.056749433,-0.072440983,-0.190921836,0.351365991,-0.25506453,0.203440404,0.025719051
chr9,45430530,47761892,-0.149105893,-1.042743977,0.390708418,0.183827743,0.168152438,-0.106806126,0.192756299,0.436176792,-0.489408796,0.410235951
chr9,47948501,48199974,-0.841045922,-0.501401144,0.283805846,0.622201982,0.114816313,-0.769021646,0.883259289,-0.898170869,0.677255911,0.173685492
chr9,52265319,52895526,-0.630093541,0.860363828,-0.574326132,-0.234731762,-0.004120469,-0.209230528,0.552311297,-0.435320841,1.123514281,-0.565312714
chr9,54455234,54689955,0.474833313,-0.495200637,-0.486144034,-0.437294436,0.23500516,0.21851997,0.183560572,-0.152797068,-0.052213492,-0.738426961
chr9,55258825,56471053,0.097234382,0.229271593,-0.090862575,-0.308912284,0.069739735,-0.180057599,0.733247994,0.361159152,0.444684073,0.184075321
chr9,56691193,59750907,0.301694806,1.00324667,-0.163508321,0.380282797,0.122078312,-0.712206297,0.102271368,0.751020725,0.1972992,-0.411724278
chr9,61736576,63016814,0.343489397,0.497831749,-0.180328033,-0.47877259,-0.096590929,-0.418914586,-0.259507327,0.091031015,0.004731112,0.138834624
chr9,64833754,65085767,0.402384989,0.52496943,-0.060954483,-0.446917,-0.9267773,-0.616467642,0.633814139,0.475504038,0.375804578,1.152200165
chr9,66769851,66912827,-0.352859648,-0.595469691,-0.089072687,-0.315879231,0.009460746,-0.1610231,-0.79927433,-0.01932658,0.162027156,-0.14164438
chr9,67628312,68993453,-0.203803354,0.10116383,-0.023230818,0.122058673,0.129224733,0.555096467,-0.564976567,0.134080185,0.377650872,-0.756077043
chr9,69063728,70109027,0.07323576,0.039224581,0.573940042,0.361554803,0.026993503,-0.342725664,0.205683564,-0.803606579,1.007748268,0.276935437
chr9,74470956,74491942,0.597048544,-0.268104865,-0.187965055,0.882238034,0.055752537,-0.213101004,1.0683158,0.511071834,-0.652684686,-0.546958614
chr9,75459714,78468737,0.568911735,0.000726805,-0.145806583,1.032905572,0.054306474,-0.370634596,0.167464842,0.093240885,-0.139177461,0.566286733
chr9,80652020,82926057,-0.157740279,-0.846834516,-0.734671755,0.057898091,0.301166643,-0.023200386,-0.272876155,0.39415328,0.671386446,-0.128720628
chr9,83100146,85608198,0.388354555,0.929965285,0.021797953,0.013058961,-0.577273834,-0.398159075,0.640317535,-0.760781765,-0.425102705,0.798580436
chr9,90329076,97916280,0.068659881,-0.434802392,-0.158678475,0.625979376,0.834209364,-0.156247198,0.737732817,-0.425778723,-0.431476131,0.420925966
chr9,98590147,98766784,0.039560288,1.355411383,0.132685407,0.005702807,-1.008012477,0.148423151,0.972564903,-0.920070353,-0.233725656,-0.171579858
chr9,100246867,106273782,0.539171139,0.684520837,0.903854727,-0.198248917,1.133631625,-0.533420338,0.14722179,0.683692881,-0.622747013,0.305177393
chr9,106913491,107119647,-0.008112047,-0.486555744,0.287385461,-0.504179912,0.855432285,-0.132366777,-0.155601867,-0.077392115,0.720340802,-0.700002171
chr9,107797195,109936945,0.158034103,0.82910828,0.616219146,0.166786819,-0.473598226,0.238740424,0.414813279,-0.065654164,-0.998531276,0.615516929
chr9,110160998,110584204,-0.096177233,-0.301763754,0.051136183,-0.001278142,-0.213494443,-1.070175545,-0.52348126,-0.005191456,0.569077336,0.323288698
chr9,112042168,112225564,0.085599662,0.129513479,-0.098359251,0.006883526,-0.87986774,-0.089901076,0.712555739,-0.127609184,-0.223738675,0.709433567
chr9,112991110,113705841,1.206631838,-0.877892158,1.148593318,0.395825827,0.307797901,0.525040665,-0.159254111,-0.065650377,-0.096680163,-0.17790287
chr9,117076193,117777803,-0.345579244,-0.43032112,0.173056169,0.637772733,-0.921342331,0.360959452,-0.13179927,-0.53352696,0.425890402,0.167306067
chr9,117962577,119395462,-0.282909755,-0.113602628,-0.45538483,0.139391581,0.822062999,-0.049751854,-0.704023561,0.762119831,0.33003592,0.48061403
chr9,119939382,120290529,-0.964118418,-0.162718808,0.689364593,-1.414013762,-0.291917042,0.62767689,-1.367055698,0.554435866,-0.318850493,-0.797415389
chr9,121759120,122003401,0.145566556,0.252108487,0.143907924,-0.508261343,0.83637861,0.446730884,-0.832064667,-0.470260839,0.157471833,0.095686832
